GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00050582	お前の助言はもう二度と聞かない。お前がいいって言うGomorrahのバーに行ってみたら、ベロベロに酔っ払って、踊り子の姉ちゃんとお近づきになる前に店から叩き出されてドブにはまって全身ゲロまみれだ。しまいにゃ憲兵に連行されたっての。
GID00050583	気づいたらトラ箱の中さ。丸2日経ってた。俺の外出許可を台無しにしてくれてありがとよ、クソったれめ。
GID00050584	Daniels 二等兵
GID00050585	砲撃を避ける鍵は町の正門に向かって北西側の建物から建物へと進んでいくこと。2つの建物の北東の角にある高い壁にはりつき、それから門へ一直線に向かえ。Boomerたちは味方を撃たないので、ゲートにたどり着くまでフェンスにはりついていろ。南からエリアに入れる古い鉄道用トンネルもあるが、安全と言うには誰も戻ってきた者はいない。
GID00050586	Humphreys 二等兵へ
GID00050587	今のところ、最高の外出許可になってる。カジノでは早速痛い目に遭って、ゴモラでの女遊びに切り替えた。金を使うならやっぱこれだな。Camp Golfじゃ、あんなサービスは受けられないぜ。
GID00050588	昼のうちに寝ておいて今夜はGomorrahで最後の大騒ぎだ。
GID00050589	Private Watkins
GID00050590	親愛なるBravo中隊へ
GID00050591	Strip にある NCR Embassy への出向したことで、入隊してからこれまでで最も素晴らしい日々を送っています。まず、一日中兵士達を見張ってトラブルが起きないか見届けます。そのあとは、バーやクラブで飲んで騒ぐ。これを繰り返すだけの滅法簡単なお仕事です。
GID00050592	あなたはここに居て
GID00050593	Private Seamer
GID00050594	データログ #10.44.78
GID00050595	Vaultに侵入された。5階への出力が充分じゃなかったんだ!
GID00050596	神よ我らの魂を救いたまえ。
GID00050597	親愛なるDie-ary、
GID00050598	いいニュースよDie-ary!ついに始まったようなの。自分がとんでもなく情けなく感じ(なにも新しくもないけどね、ハハハ)、皮膚もはがれ始めたわ、第一段階なのは間違いないわ。あぁ、あと髪の毛!やっと私の好みにぴったりになって生え始めてきたわ。なんでグール化はこんなに不公平なのかしら?
GID00050599	親愛なるDie-ary、
GID00050600	この小屋の中に入って1週間程になる。何も起こらない。すごく退屈。あとこの小屋はすごく暑い。髪もすっかりバサバサ。wastelandでこの色の染料を見つけるとてつもなく難しいって感じ。ほんと最悪、グールになりたい。待つのは嫌。命、ううん、生きるってことはすごく過大評価されてる。
GID00050601	親愛なるDie-ary、
GID00050602	この人間の体に閉じ込められるのはもううんざり。だから放棄された試験サイトにある小屋に今日引っ越しました。そこなら私をグールに変えるのに充分な放射能があるはず。私の周囲の世界は暗くて恐ろしい。それに適合する体を望むのはそんなに間違ってる?私の肌は何色になるのでしょう、そしてそれに良い色合いの口紅を見つけられるでしょうか?多分無理だけど。あぁ、全てが悲惨だわ。
GID00050603	Chomps Lewisは、NCRがQuarry Junctionに送った交換用発動機が動かないことに愚痴をこぼしている。Quarry Junctionには問題を解決できる技術を持った者がいない。
GID00050605	X948KJ 
GID00050606	L4IERU
GID00050607	ER32J7
GID00050608	今日、プラットナー軍曹が外に出た。大気を正確に測定するためだ。放射能はここまで来なかったようだ。パワーアーマーを着ていたから大丈夫だが、軍曹がもし被爆していたら追放しかなかった。適切な汚染浄化施設がない
GID00050609	衛星通信アレイNN-03d
GID00050610	1864.483dLNdeg
GID00050611	 7682.328dLGdeg 
GID00050612	信じられない、あのクソッタレどもがついにしでかした。地獄に落ちやがれ。奴らはついに核爆弾を飛ばしやがった。通信が完全に途切れたのはvon Feldenから真実を引き出そうとした正にその時だった。
GID00050613	研究センターは直撃を受けたろう。説明はできないが、カンってやつだ。自分たちが攻撃されなかったことが信じられない。中国はそのミスを取り返そうと動き出すだろう。幸いなことに、2日前に外にいた家族を施設に呼んでおいた。死の灰がこの地域にも届いたのかどうかはまだ不明だ。
GID00050614	RobcOS v.85
GID00050615	(C)2076 RobCo
GID00050616	========================
GID00050617	| User Log:
GID00050618	| >> Administrator (RobCoID 2398-H)
GID00050619	| >> New_Admin: FUCK YOU
GID00050620	| Welcome new user, FUCK YOU
GID00050621	| >> New_Targeting_Param:
GID00050622	| >>> FUCK YOU_userGroup
GID00050623	========================
GID00050624	衛星通信アレイNW-07c
GID00050625	1323.878dLNdeg
GID00050626	3498.100dLGdeg
GID00050627	いったい、どうなってるんだ? 我らは軍から離脱し、政府の命令には従わないと宣言したのに、何も起きないなんて。とてもイヤな予感がする。
GID00050628	ついに無線で外界と連絡が取れた。なぜ通信への我々の応答が途切れた時に何が起こったのかを見るために人を送らなかったのか私にはわからない。
GID00050629	しかし、やっと彼らがやってくる。自分たちは軍を離脱すると宣言した。ジェファーソン・デイビスを思い出せ。歴史は私のことをどう語るだろうか?
GID00050630	あのインテリをぶっ殺してから、リーダーとしての私の立場は確固たるものになったようだ。部下は黙って私についてくる。尋問が処刑で終わることが恒常化してきた。
GID00050631	シェルマンは誰よりもしぶとかったが、結局はくたばった。彼女が受けたという命令の話はやけに具体的で、完全なでまかせには思えなかった。イヤな予感がする。まずいことになりそうだ。もはや科学者を処刑する大義名分すら必要なくなってる。
GID00050632	もう一度、ドア越しに大佐に話しかけてみたが、大佐は完全に現実逃避しているようだった。私は数名の部下とドアを蹴破った。大佐が銃で頭を吹き飛ばした、まさにその瞬間に。引き金を引く直前、大佐は「すまない」と言った。
GID00050633	今日、人を殺した。主任科学者アンダーソンを尋問していたら、やつらの非人道的な実験の全体像を吐いたのだ。政府の命令だと言ったが、だまされるものか。アンダーソンは、自分は命令に従っていただけだとか、自分は軍人だとかわめき出したため、撃ち殺した。やつを放っておけば部下が暴動を起こしていただろう。仕方がなかったと、私は自分を納得させた。自信はなかったが。
GID00050634	我々が上から報告を受けるたびにここでは物事は悪くなっている。戦争はとても悪い方へと向かっていて、ここでは完全な反乱が起ころうとしており、混沌がもたらされるだろう。
GID00050635	今日、科学者を処刑しようとしていた部下を制止して、命じた。この男を尋問し、どんな任務を帯びているのか聞き出せ、と。
GID00050636	最近皆がイライラし始めている。今週だけで三つの喧嘩を止めなけばらなかった。この封鎖状態ががもっと長く続くならば…
GID00050637	ちょっと待て、パトロールの内の1人が戻ってきた。彼らの内の1人だけだけれども。トラブルが起こったに違いない。
GID00050638	私はロジャー・マクソン。階級は大尉、識別番号は072389だ。我らはまずい状況にある。この場所の現実を世界に伝えるべく、この日記を書くことにした。
GID00050639	我々があのクソ科学者どもが何をしていたか見つけ出した時、全ての地獄が漏れ出した。Colonelは自分のオフィスに引きこもり、ある種の心身衰弱を起こしているように見える。
GID00050640	部下達は血を求め叫んでいる。彼らは私に解決策を求めてくるが、何をすべきかわからない。しかし、この場が無秩序な血の海に沈む前に誰かが何とかしなければ。
GID00050641	最近皆がイライラし始めている。今週だけで三回喧嘩を止めなけばらなかった。この封鎖状態ががもっと長く続くならば…
GID00050642	ちょっと待て、Veronicaと見知らぬ奴が外側のドアに近づいている。私が思うに、まだ彼女の帰還予定ではないはずだが、それで彼女が止まったことは今までにない。
GID00050643	最近皆がイライラし始めている。今週だけで三回喧嘩を止めなけばらなかった。この封鎖状態がもっと長く続くならば…
GID00050644	ちょっと待て、見知らぬ奴が外側のドアに近づいている。会って挨拶をしなければならないかもしれない。
GID00050645	Topsのギャングどもが私をだました。わかっていたさ、奴らは詐欺師で嘘つきで泥棒だ。奴らのゲームは仕組まれている。俺に残された全てのキャップもNCR札も失った。あのスロットマシンでは誰も勝てない。負けて負けて負けるようにプログラムされている。ディーラーがいかさまできるように奴らのカードにはマークがついている、保証するよ。透明なインクとか何かだ。あと奴らのルーレット台?一体何の冗談だ。ボールが磁石仕掛けで、奴らが望むところに落ちるようになってるんだ。勝っている人はさくら、従業員さ。いかさまでもなければ俺があんな風に負けるなんてありえない。ありえない、ありえないんだ。
GID00050646	高級スーツを着ていても階級は買えない、奴らはクソペテン師の群れに過ぎないんだ。奴らは俺から全てを奪った。俺には何も残ってない。何も…
GID00050647	これから俺は何をすればいい?俺はここで大勝ちするはずだった。ここは夢が叶う場所のはずだった。俺はここで運命を変えられるって言われたのに、キャップをかせぐはずだったのに、新しい未来を勝ち取れるはずだったのに、全部無くなった。全部…
GID00050648	同じ頃我々の精鋭の部下数人がパトロールとして私が知らない間に外に向かった。私がElderに尋ねると、彼らは重要な任務に就いたと彼は言った。セキュリティ長に言うには重要すぎるだと?何かがある…
GID00050649	親愛なるTracy、
GID00050650	ここVegasで物事は私にとってうまく進んでいる。最近まずまずの幸運に恵まれていてトントンの線を越えられそうなんだ。明日はまたルーレットに行ってみるよ。今度は大勝ちするよ、とんでもなくね。それを感じるんだ。
GID00050651	幸運を祈ってくれ!
GID00050652	Mark
GID00050653	行方不明のパトロールからはまだ何の連絡もない。私は彼らが外へ派遣された時Elderが封鎖を解く日が近いのではないかと期待し始めていたが、今は…
GID00050654	Bruceへ、
GID00050655	私達他の人に出会うべき時期だと思うの。私達単にもう合わないのよ。そうそう、昨日の夜Ultra-Luxeで素晴らしく素敵でお金持ちの出会ったの。あなたみたいな汚い農場労働者とは違って、彼は真の勝者よ。
GID00050656	二度と会わないことを祈る。
GID00050657	Lacy
GID00050658	Nicole,
GID00050659	僕の長年の努力がついに報われたぞ!昨夜Topsでジャックポットを当てたんだ!長年溜まっていた負債を支払うのに沢山の金を使わなければいけなかったけれど、残りの人生を楽しく暮らすのに十分な量が残っている。いつか起きるって言っただろう!
GID00050660	近いうちに会おう!
GID00050661	Ralph
GID00050662	大事な日記
GID00050663	動物たちは悪魔だ。寝ている間に僕を食べようとしてる。農場を自分達のものにしたいんだ。お母さんとお父さんががいなくなったから農場を自分達のものにしたいんだ。僕に逆らうことを計画してる、僕を食べようと計画してる。僕の親みたいにグールになって僕の親みたいに僕を食べるつもりなんだ。全員殺すには多すぎる。何をするべきかわかってる。僕の周りの家を燃やせば、食べるものなんて何も残らないから動物たちは僕を食べられない!
GID00050664	システムが3階で浸水を検知しました。3階への全ての扉は自動的に封鎖されます。
GID00050665	やあママ!
GID00050666	良いニュースと悪いニュースがあるんだ。良いニュースはママの言う'くだらない賭け事'でお金を全部失わなかったこと。悪いニュースはGomorrahの女の子に全部のお金を使っちゃったこと。本当に上品なレディーで、ママも気に入ると思うよ。まあ、もう此処でやれることは何も残ってないしキャップもなくなっちゃったから、もうすぐ家に帰ります。
GID00050667	愛しています!
GID00050668	Dennis 
GID00050669	大事な日記
GID00050670	一人でいるのは嫌だ。ママとパパに会いたい。でも、殺してしまったから会えない。殺したくないのに殺してしまった、そうしないと彼らに食べられてしまうから。動物に食べられたくない。動物ってグールになるのかな?
GID00050671	RobcOS v.85
GID00050672	(C)2076 RobCo
GID00050673	========================
GID00050674	| User Log:
GID00050675	| >> Administrator (RobCoID 2398-H)
GID00050676	| >> New_Admin: Outcast
GID00050677	| Welcome new user, Outcast
GID00050678	| >> New_Targeting_Param:
GID00050679	| >>> Outcast_userGroup
GID00050680	========================
GID00050681	ビリー、怒らないで下さい。昨夜トップスですべての私達の貯金を失くしちでしまいました。それは私のせいではないのです。私は連勝していて2000キャップまでいったのですが、それから私は運が悪くなって、それをすべて負けてしまった。私はいくらかのキャップをおねだりできたら、すべてを取り返しに行くつもりです。私を嫌いにならないでください。
GID00050682	Sue
GID00050683	大事な日記
GID00050684	今日、ママとパパを捜しに行くために、動物たちはおいて行くことにした。そのキャンプで二人を見つけた。二人は恐ろしいフェラルグールになってた! すごい速さで向かって来て、どうすればいいかわからなかった。ああ神様、僕は何をしたの…
GID00050685	親愛なるEdna、
GID00050686	カジノですべての金を失った。できるだけ早く送ってくれ。すべて取り戻すから。私を信じてくれ。
GID00050687	Lenny
GID00050688	大事な日記
GID00050689	ママとパパは、近くのNCRキャンプに補給品の取引に行って、まだ戻ってきていないんだ。何か悪いことが起こっていなければいいけれど。
GID00050690	Isaac,
GID00050691	私は以前の我々の打ち合わせから武器や弾薬の箱の数を増やす必要がある。Caesar's Legionと再び事を構えるかもしれないため、準備することが好ましい。私達は武器を25%、弾薬を50%増やす必要がある。
GID00050692	-Contreras
GID00050693	Manny Vargasは、夜に恐竜の口の中で働いているBooneと言う名の、最近妻が行方不明になった、もう一人のスナイパーがいると言った。
GID00050694	界:動物
GID00050695	門;節足動物
GID00050696	亜門:甲殻/鋏角???
GID00050697	綱:カブトガニ/軟甲/???
GID00050698	目:???
GID00050699	科:???
GID00050700	属:???
GID00050701	仮説的祖先のDNAサンプルを入手するのに長い時間がかかった。なぜ系統的な証拠がLimulus polyphemus(カブトガニ)とCallinectes sapidus(ワタリガニ)という2つの非常に異なる生物に存在するのか説明ができない。この生物に二足歩行運動と巨体を与えた突然変異が起こったことは明らかだが、複数の亜門の遺伝子マーカーががDNAとRNAに存在することは説明できない。彼らの不可解な起源に対し、私はこの種に独自の分類を与えることとし、"Scylla Serrata Horrendus"と命名した。彼らは下水や洞窟でよく見られ、攻撃的である上、キチン質の甲殻が火器及び手持ち型武器の双方に非常に優れた耐性を持つことから非常に危険であると考えられる。彼らはおぞましい生物であり、Wastelandの住民が一般的な食糧としていることは理解できない。
GID00050702	関係者各位(あなたですよ!)
GID00050703	私達はこの前の襲撃でとてもいい物を手に入れました。そして、前の時のような事件は起きてほしくありません。唯一の論理的な結論は全てをこの部屋に隠すことでした。これを読むことが出来るのなら、あなたが見つけたどんな物でも使用することを許可します。
GID00050704	隠した物:
GID00050705	ミサイルランチャー 1
GID00050706	ミサイル 3
GID00050707	C4爆弾 3
GID00050708	グレネード 5
GID00050709	スーパースティムパック 1
GID00050710	様々な弾薬
GID00050711	あなたの慈悲深き至高の大君主
GID00050712	Tabitha
GID00050719	これはどういうことだ?なぜ俺のボトルキャップの下に青い星があったんだ?黒幕はRedsか?これも奴らのマインドコントロールなのか?奴らは俺にそこには存在しないものを見せようとしているに違いない。なぜおれは星を見るんだ?それは消えない、どんなに目を閉じていてもそれは消えない。頼むから消えてくれ!
GID00050720	食堂にいる男の1人がサンセット・サルサパリラからボトルキャップを外して彼の部屋に走って行くのを見た。何かを隠しているということはわかったから彼が部屋にいないときに侵入し、ボトルキャップを見た。その下に青い星がついていた。彼は何かのために印をつけたが、それが何かはわからない。わかるのは私はそのボトルキャップが欲しいということだけだ。
GID00050733	警告! 現在の座標は安全要綱に違反しています! 確認して下さい。
GID00050747	この菌の特徴:
GID00050748	界:菌類界
GID00050749	門:担子菌門
GID00050750	属:黒穂菌属
GID00050751	種:U.ノスレン
GID00050760	Camp Searchlight補給係のログ
GID00050761	エントリー#2257
GID00050762	campへ物資を運ぶのに使われている交易ルートを勤務時間外に調査することとした。道で旅行者に会ってCamp Searchlight向けのNCRの物資を見たか聞いた。彼はいくつかのNCRの木箱がNiptonの外に動かされているのを見たがどこへ持って行かれるのかは知らないと答えた。彼は物資とともにいた男はNCRの兵士には見えなかったとも言った。次に十分な時間が取れたら物資がどこにあるか知知っている者を探すためにNiptonへ行かなければならない。
GID00050763	Camp Searchlight補給係のログ
GID00050764	エントリー#1836
GID00050765	最近campに出荷されている物資が通常より少ない。通信員に通信になにか問題があったか聞いてみたが、彼は全て順調だと強く主張した。補給基地に連絡をしてみたが、全ての在庫請求は満たされ請求リストにある全品がcampに出荷されたと言われただけだった。嘘をつかれているのか積荷を誰かが横取りしているのかどちらだろう。この件を更に調査しなければならない。
GID00050766	ホロテープにはNCRパトロールが職務怠慢で自身のグレネードにより全滅した事件の他に最近数カ月のパトロールレポートが含まれている。レポートにはそれ以外特質すべき事項はない。
GID00050767	sjadk984bんこ夜武器庫を攻きげする、fkds9 kdsj94 lksdつにいd94k得たjnkfd985n dkjf4oite98ns勝ち取らなければならない。94nks彼らに民住による統治をlkjdf94hs 見nb498fnsk!
GID00050768	善良なる市民へ、キャピタル・ウェイストランドの合法的賞金稼ぎに関する告知:
GID00050769	ジャンダーズ・プランケット(色白で、背は高くも低くもなく、片目がない)という名の人殺しを捕らえた者には賞金1000キャップ、もしくは、それ相当の装備品および医療費が与えられる。ターゲットの生死は問わない。
GID00050770	ジャンダーズ・プランケットはカンタベリー・コモンズの街で強盗殺人を犯して逃走した。小型の仕込み刀の扱いに長けた男だけに、捕獲のさいは注意されたし。
GID00050771	FS-87事件の事後処理、
GID00050772	犠牲者はNCR民兵四人を含んでいる‐ 攻撃後まで彼らが見られていないことから分隊は未登録のパトロールにあたっていたと思われる。攻撃したのはraider達(Great Khansと思われる)で犬を連れていた(2匹の犬の死体が乱闘の痕跡に残されており、足跡から10匹程度が攻撃した集団にいたことを示唆している)と考えられる。
GID00050773	脅威査定:極小。犬を連れたGreat Khansは実質的に問題とならない。事件は未熟なNCRパトロールが我々にバックアップの要請を忘れたために起こったと考えられる。
GID00050774	12:40報告をHQに無線送信、12:42詳細を受け取ったとのHanlonの確認を受信。
GID00050775	細胞は正常に分裂し続けている。突然変異はない。神に感謝しよう。何であれ外部からこのVaultへ浸透できるとしたら監督官がなにをするか想像もつかない。
GID00050776	Bob
GID00050777	CG554-2分隊は爆発物について良い能力を見せ、前述の兵器の適切な戦術的使用を容易にこなしている。この評価に基づき、全分野の認証が推奨される。
GID00050778	最終分析:最高
GID00050779	Rosie
GID00050780	Billy、
GID00050781	すまない。アレを盗んだのは俺だ。だからおまえに返したい。 ベセスダ廃墟の北にある、古いスクラップ置き場を覚えてるか? 北西の隅に焼け焦げたバスがあるから、中を見てみろ。古びた赤い貨車のそばだ。
GID00050782	Loreenに愛してると伝えてくれ。何もかもすまなかった、と。 この手紙をロクデナシどもに破り捨てられる前に、誰かが見つけてくれるといいが…
GID00050783	 おまえの兄貴
GID00050784	John
GID00050785	Dave
GID00050786	セキュリティログ:
GID00050787	船首の辺りからマイアラークの鳴き声がするという報告が、さらに2件あった。いまいましいが、手の出しようがない。ひとつの巣を排除しても、すぐに次のやつらがやってくる。頼むから、このことで文句を言うのはやめてもらいたい。
GID00050788	フライトデッキの手すりは壊れたままだ。本件は市議会で協議される。
GID00050789	ブロックが例の"シスター"なる人物とケンカになった。こういうことがまた起きたら、"シスター"を船から蹴り出してやる。
GID00050790	James HargraveがGary's Galleyで食いものを盗むところをひっ捕らえた。Tammyが罰金を払ったが、あの女にさんざんののしられたよ。
GID00050791	緊急発表:
GID00050792	隊員1名が不幸な死を遂げたため、Rivet City警備隊に欠員が出た。入隊希望者は、銃を撃っても自分のケツに当たらないことが求められる。また、今回の募集では、善良なるRivet City市民のみを対象とする。給料はタダ飯だ。興味のある者は警備主任と会うように。
GID00050800	新しいDCTA標準装備レーザーピストルの受領おめでとうございます。
GID00050801	DCTA従業員マニュアルの§ 28.1.1.bに書かれたガイドラインに目を通してください。 
GID00050802	§ 28.1.1.b - レーザーピストルの適切な使用
GID00050803	これら全てのDCTAの所有物は細心の注意を以て、必要な事態においてのみ使用されればならない。共産主義者の攻撃から個人の安全を守る場合はレーザーピストルを使用するに適切な事例である。但し、齧歯類の駆除への使用はセクション11.3.5.cで述べたように不適切な使用であり、懲戒処分の対象である。
GID00050804	§ 28.1.1.b.1 - レーザーピストルの使用においての安全確保
GID00050805	DCTA地下鉄道施設内でのレーザーピストルの使用は多くの場合有益であるが、使用者は発砲前に自身の周囲を確認しなければならない。地下鉄ユーティリティパイプは、しばしば非常に可燃性の高いガスを供給する導管として使われる。ガス漏れの存在下でのレーザーピストルの発砲は望ましくない爆発、そして/または、重大な人身事故を引き起こす可能性がある。
GID00050806	§ 28.1.1.b.2 - 正確な仕様に基づくレーザーピストルの使用
GID00050807	全てのDCTA職員はレーザーピストルのパルスエネルギー、波長並びにレペティションレートを取扱説明書の図解仕様の範囲内に維持することを要求されます。これを怠ると、DCTA規制委員会から厳しい懲戒処分が下されることがあり、また、深刻な傷害を生じる恐れがあります。
GID00050808	送信者:Alan Dalton
GID00050809	宛先:Dobson O'Gill
GID00050810	件名:Robco
GID00050811	Dobs、
GID00050812	Jennyが君の兄弟が取引所で我々の尻を蹴飛ばしているRobcoの連中について知っているかもしれないと言っていた。何か聞いているか?
GID00050813	Alan
GID00050814	追伸:今週末妻は出かけているしJennyは忙しい。ゴムシートと土産の象の足型ゴミ箱を持って遊びに来て、俺が忘れてしまったものを思い出させてくれないか? ;)
GID00050815	Redsの廊下でドアの向こうの光が点滅しているのに気付いた。SOSのモールス信号だと思われる。
GID00050816	送信者:Jenny Desoto
GID00050817	宛先:Dobson O'Gill
GID00050818	件名:今週末
GID00050819	ハーイ色男さん、
GID00050820	Alanに今週末ネス湖の怪獣を劇で演じないといけないって伝えたから金曜の夜は空いてるわ。シルクハットと土産物の月の石持って行ってほしい? :-*
GID00050821	Jenny
GID00050822	もう何ヶ月も掲示板を読み続けている。我々のなかにスパイが入り込んでいるに違いない。Redsの内の1人がBlueの振りをしている。奴らは掲示板を通信手段にしていて私に掲示板を見せようとしている。
GID00050823	あなたは静かな町の、埃っぽいイベント広場に立っている。商店や民家の多くは打ち捨てられており、町の人々は声を殺して話しながら、はるか北の空に広がる闇にちらちらと目を向けている。静寂の中を、金床を叩く音がリズミカルに鳴り響く。近くのテントで、ひげ面の職人が腰を丸めて作業している。
GID00050824	鍛冶屋が作業をしている。
GID00050825	神父が酒を飲んでいる。
GID00050826	送信者:Jenny DeSoto
GID00050827	宛先:Alan Dalton
GID00050828	件名:RE: Robco
GID00050829	わからないわAlan。証券取引協会に提出されてる彼らの財務諸表とかをチェックしようとしたけど、会社全体が迷路みたいなの。誰が代表者なのかもわからない。Dobsonにこのことをメールしたわ。彼の兄弟は企業関係のことをたくさんやってる私的調査員なの。もしかしたら彼が答えを持ってるかもしれない。
GID00050830	Jenny
GID00050831	追伸:ごめんなさい、今週末はダメなの。教会の聖歌隊でSt. Columbaの一生を題材にしたミュージカルをやることになってて、私はネス湖の怪獣役をやらないといけないの。
GID00050832	送信者:Alana Dalton
GID00050833	宛先:Jenny DeSoto
GID00050834	件名:Robco
GID00050835	Jenny、
GID00050836	こいつら一体何があったってんだ?まるで何かを証明するみたいに俺達の市場シェアの後を追ってきてる。いや、違うな、これには個人的なものを感じる。Mr. HはRobcoの犬をひき殺すとか何かしたのか?
GID00050837	Alan
GID00050838	追伸:週末妻が町の外に出かけるんだ。金曜に仕事が終わったら来ないか?アコーディオンと乗馬鞭を持ってきてくれ。;)
GID00050839	奴らは皆裏切ったようだ、そうだろう?Cindy-Louが正しかった。他に選択肢がなかったんだ。神は私がしたことを許してくれるだろうか。全従業員、全員忠実な友人だと考えていたのに…
GID00050840	私が間違っていたのか?私が狂っているのか?念のためにこの日誌をオフィスの全ターミナルに分散させた。奴らは戦わずして私を倒すことは出来ない。
GID00050841	この入力が済み次第、セキュリティーシステムを起動させる。もしこれを読んでいる君がアメリカ人なら、アメリカ合衆国に祝福あれ!もしこれを読んでいる君が私の兄弟なら、地獄で会おう!
GID00050842	Alexander House
GID00050843	自爆シークエンスが起動されました。落ち着いて、整然とバンカーを出てください。
GID00050844	Cindy-Louはもう私を救うことができません。
GID00050845	兄さん、調子はどう!
GID00050846	喜んでちょうだい、私達のVaultは何事もなくうまくいってるわ!Legion達の悪いニュースもあってもここにはNCRの部隊がたくさんいるの。彼らは皆陽気でCaesarが至る所をぶらついて痛め付けてても気にしてないみたい。私達が思っているよりNCRは強いのかもしれないわ、ね?Mr. Houseじゃなくてカレラを信じてもいいと思わない?
GID00050847	彼が私達の家にしたことが忘れられないの!確かに私達のVaultの一部を維持できたのは良い事だけれど、私達が必要なくなったら、ある日寒空の下に放り出されるんじゃないかって考えが振り払えないの。彼の挑戦を決して受けるべきじゃなかったのよ。あのペテン師は私達を騙したのよ、間違いないわ!
GID00050848	何にしても、こんなの全部前にも聞いたわよね。私は元気よって伝えたかっただけなの!元気出さなきゃ、泣き虫!会えなくて寂しいわ!
GID00050849	Sarah
