GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00053948	Prospector Saloonの外に並べたsarsaparillaの空き瓶を三つ撃つ。
GID00053949	Sunny Smilesについて行き、Prospector Saloonの後ろに向かう。
GID00053950	Sunnyについて行く。
GID00053951	井戸のGecko達を排除する。
GID00053952	Sunny Smilesと話す。
GID00053953	他の井戸のGecko達を排除する。
GID00053954	Sunnyと報酬について話す。
GID00053955	Trudyに会うためProspector Saloonへ向かう。
GID00053956	Prospector SaloonのSunny Smilesと話す。
GID00053957	Ranger Station Alphaへ向かい、セキュリティプロトコルを更新する。
GID00053958	Ranger Station Bravoへ向かい、セキュリティプロトコルを更新する。
GID00053959	Ranger Station Charlieへ向かい、セキュリティプロトコルを更新する。
GID00053960	Ranger Station Deltaへ向かい、セキュリティプロトコルを更新する。
GID00053961	Ranger Station Echoへ向かい、セキュリティプロトコルを更新する。
GID00053962	Ranger Station Foxtrotへ向かい、セキュリティプロトコルを更新する。
GID00053963	Alpha Stationのアップデートは完了した。
GID00053964	Bravo Stationのアップデートは完了した。
GID00053965	Charlie Stationのアップデートは完了した。
GID00053966	Delta Stationのアップデートは完了した。
GID00053967	Echo Stationのアップデートは完了した。
GID00053968	Foxtrot Stationのアップデートは完了した。
GID00053969	Ranger Stationsへ向かい、無線のセキュリティシステムを更新する。
GID00053970	Alpha Stationの死傷者データに隠された真実を見つけた。
GID00053971	Bravo Stationに不必要な供給品が送られたことを突き止めた。
GID00053972	Charlie Stationにおける医療品の状況を確認した。
GID00053973	目撃者と話し、Caesarのスーパーミュータントの噂が間違っていることを証明した。
GID00053974	Echo Stationで敵を発見したという、矛盾した報告について調べた。
GID00053975	レンジャーのChief Hanlonと話す。
GID00053976	Reyes軍曹のおかしな情報リストを追求していく。
GID00053977	Hanlonについての知らせをReyes軍曹に知らせる。
GID00053978	Reyes軍曹に報告する。
GID00053979	調教されたDeathclawの噂の真相を探し出す。
GID00053980	Reyes軍曹に報告する。
GID00053981	Ted Gundersonの失踪に関連する情報をUltra-Luxeで聞いて回る。
GID00053982	Ultra-LuxeにいるMortimerに捜査官についてたずねる。
GID00053983	Ultra-Luxeの捜査官の部屋に入る。
GID00053984	午後4時にUltra-Luxeのスチームサウナ室で捜査官の接触する。
GID00053985	Gourmandの会員専用セクションへアクセスする方法を見つける。
GID00053986	(オプション) White Glove Societyに参加するための後見人を見つける。
GID00053987	(オプション) Heck Gundersonに彼の息子が陥った状況について警告する。
GID00053988	Tedがまだ生きているのならば、彼を父の元へ帰す。
GID00053989	Heck Gundersonと話す。
GID00053990	Gourmandの下に居る、Ted Gundersonと話す。
GID00053991	Stripの北にあるCarlyle St. Clairの家で彼と話す。
GID00053992	White Glove SocietyのメインコースにTed Gundersonの代わりになるものを確保する。
GID00053993	(オプション) Philippeを追い払い、彼のレシピを使って晩餐会用の人肉料理を作る。
GID00053994	(オプション) White Glove Societyの晩餐会でワインに薬を入れる。
GID00053995	(オプション) インターコムを使い、給仕長を呼ぶ。
GID00053996	(オプション) Tedを、Mortimerの晩餐会のスピーチの最後に彼を晒し者にするために、メンバーのみの区画へ連れて行く。
GID00053997	Ultra-LuxeのMortimerの下へ戻る。
GID00053998	彼の父親を陥れるためにTedの死体を掻き集める。
GID00053999	Ultra-LuxeのpenthouseスイートにあるHeck Gundersonのベッドと流しの周りにサンプルをばら撒く。
GID00054000	Stripからsecuritronを向かわせてHeck Gundersonのスイートを調べる。
GID00054001	Ted Gundersonを殺す。
GID00054002	Carlyleの体を彼の家のそばのゴミ箱へ放りこむ。
GID00054003	TedをUltra-LuxeのTop Shelf barの彼の父親のもとへ帰らせる。
GID00054004	(オプション) Tedの代わりにあなたの人間のコンパニオンの一人をUltra-Luxeの台所の冷凍庫に閉じ込める。
GID00054005	捜査官を調べ、手がかりを探す。
GID00054006	Orrisという名前のFreeside東ゲート付近にいる用心棒を雇う。
GID00054007	南ゲートまでOrrisに先導させる間、怪しい行動がないか見張る。
GID00054008	Old Mormon Fortに行き負傷した地元民に襲撃した者の事について聞く。
GID00054009	聞き出したことをKingに伝える。
GID00054010	Freesideの不法居住者キャンプの一つに向かいNCR兵士が入り込んでいる理由を探す。
GID00054011	(オプション) Julie FarkasにFollowersが何か情報を持っていないか尋ねる。
GID00054012	KingにNCRの補給所のことを伝える。
GID00054013	Orrisに関する情報をKingに伝える。
GID00054014	Orrisはもう死んだとKingに伝える。
GID00054015	Freeside北西で食料と水が無料で毎晩配布されているという噂を調査する。
GID00054016	補給ビルに行き、Pacerに助力する。
GID00054017	なぜNCR兵士がFreesideにいるのかについての手がかりを不法居住者キャンプの周りで聞き込む。
GID00054018	Orrisが去った事をKingに報告するために戻る。
GID00054019	(オプション) Major Elizabeth Kieranと話し、彼女が援助を渋るのであればJulie Farkasについて言及する。
GID00054020	Freeside北西にある駅にいるNCR兵を全員殺害する。
GID00054021	Kingのところに戻り、FreesideのNCR兵は始末したと伝える。
GID00054022	(オプション) NCRが以前Freesideにおける配給物資について話し合うため、使者を送っていたことをKingに知らせる。
GID00054023	Freeside北西にある駅に向かい、NCRと交渉を試みる。
GID00054024	Kingのところに戻り、NCRとの問題は沈静化したと知らせる。
GID00054025	Kingのところに戻り、Orrisについて何も分からなかったと報告する。
GID00054026	再びOrrisを雇い、疑わしき行動を見張る。
GID00054027	Jacob Hoffを見つける。
GID00054028	Bill Ronteのアルコール中毒からの回復を手助けする。
GID00054029	Bill Ronteを見つける。
GID00054030	JacobのためにFixerを集める。
GID00054031	Jacob Hoffの薬物依存からの回復を手助けする。
GID00054032	クスリの売人と話をつける。
GID00054033	BillのためにFixer、Rad-Awayを2つずつ、Whiskeyを1つ用意する。
GID00054034	Julie Farkasのもとに戻る。
GID00054035	(オプション) JacobのためにFixer,Psycho,Buffoutをそれぞれ1つずつ集める。
GID00054036	(オプション) Billのために2つのFixer、1つのWhiskeyを集める。
GID00054037	本物のghoulのcowboyをスカウトする。
GID00054038	上品な話し手をスカウトする。
GID00054039	Sexbotを探し出す。
GID00054040	James Garretに報告しに戻る。
GID00054041	James GarretにFistoがWranglerで働きに来ると伝える。
GID00054042	James GarretにSantiagoがWranglerで働きに来ると伝える。
GID00054043	James GarretにBeatrixがWranglerで働きに来ると伝える。
GID00054044	James GarretにOld BenがWranglerで働きに来ると伝える。
GID00054045	上品な話し手は死んだ。
GID00054046	cowboyのghoulは死んだ。
GID00054047	Sexbotが破壊された。
GID00054048	McCafferyの帽子を返し、報酬を受け取った。
GID00054049	FreesideのGrecksから138capsを集金する。
GID00054050	FreesideのSantiagoから212capsを集金する。
GID00054051	Caleb McCafferyを殺す。
GID00054052	Lady Janeを見つけ250capsを集金する。
GID00054053	Lady Janeのcaravanを見つけ、そこからcapsを回収する。
GID00054054	600capsをもってFrancineへ戻る。
GID00054055	388capsをもってFrancineへ戻る。
GID00054056	McCafferyの帽子と共にFrancineのもとへ戻る。
GID00054057	Boulder CityにいるGreat KhansのリーダーのJessupに会う。
GID00054058	NCRと協力し、Boulder City廃墟に隠れているGreat Khansを全員殺害する。
GID00054059	(オプション) NCRの兵士ににわいろを渡し、Great Khansを逃がす。
GID00054060	Monroe中尉のもとへ戻り、Great Khansへの対処を成し遂げたと伝える。
GID00054061	Great Khanの元で人質となっているNCRの兵士を解放する。
GID00054062	JessupにGreat Khansの行動の自由が約束されたと伝える。
GID00054063	NCRの人質を解放するよう交渉する。
GID00054064	Great Khansを手助けし、Boulder City廃墟に存在するすべてのNCR兵士を殺害する。
GID00054065	Monroe中尉と話す。
GID00054066	MickのためGomorrahにいるCachinoと話す。カジノにいる誰かが彼とどうやって接触すればいいのか知っている。
GID00054067	Omertaの怪しげな活動についてCachinoと話す。恐らくGomorrahにいる誰かが彼の見つけ方を知っているだろう。
GID00054068	Cachinoの振る舞いについての証拠を見つけるため、彼の部屋か彼自身を調べる。恐らく誰かが部屋のカギを持っている。
GID00054069	Cachinoの日誌を証拠として持っていき口を割らせる。
GID00054070	(オプション) MickとRalphになぜOmertasが銃を買わなくなったのか知らせる。
GID00054071	(オプション) Mick and RalphのOmertaとの取引再開を手伝う。
GID00054072	Omertasは予算に余裕があり、再び武器を買うことができる、とMick and Ralphに知らせる。
GID00054073	Cachinoの日誌を彼に売りつけボスを引きずり降ろすのを手伝う。もしくは、それをボスに見せて彼らの味方になる。
GID00054074	不可解な銃の出荷についてTroikeと話す。
GID00054075	Clandenがファミリーのためにどんな仕事をするのか調べる。
GID00054076	Troikeの話はしっくりこない。Big Salと話すか、彼を無罪にする証拠を探す。
GID00054077	Troikeは、Big Salの契約から逃れられるようを話をつけてもらいたがっている
GID00054078	Big SalがTroikeをゆすっているという証拠を見せつける。
GID00054079	Big SalはTroikeを契約から解放するのに同意した。Troikeのもとに戻り、良いニュースを知らせる。
GID00054080	Troikeのテルミットを使って収納庫の武器を破壊する。
GID00054081	Troikeが銃を破壊するのに今、十分な時間になった。Cachinoのもとへ戻り、彼に知らせる。
GID00054082	Cachinoに銃が破壊されたことを知らせる。
GID00054083	Clandenの面倒を見たので、これ以上Omertasを手助けできないだろう。Cachinoに知らせに戻る。
GID00054084	CachinoとOmertaのボスたちに会いに行って、始末する。
GID00054085	Cachinoは会議の間にOmertaのボスたちを始末することに賛同してくれた。準備ができたらCachinoのところへ行く。
GID00054086	ドアの護衛はBig SalかNeroにCachinoの日誌について話すよう提案した。
GID00054087	CachinoとBig Salとの商談に出席する。
GID00054088	CachinoとNeroとの商談に出席する。
GID00054089	Troikeに何か手助けできるかたずねる。
GID00054090	Clandenに何か助けが必要なことがないか調べる。
GID00054091	Clandenに塩素を持ってくる。Ultra-Luxeにある近くのプールを調べるか、それを提供する者を見つける。
GID00054092	Fiendsから盗まれた武器類を取り戻す。
GID00054093	ボスたちにClandenとTroikeの両方が彼らの求めるすべてを持っていると知らせる
GID00054094	Clandenのタンスから見つかったテープをCachinoに見せるか、Clandenを彼らに突きつける。
GID00054095	(オプション) Clandenを殺す。
GID00054096	(オプション) テープを使用しClandenにファミリーを裏切るよう説得する。
GID00054097	(オプション) ClandenのテープをNCRに突き出し、殺人を告発する。
GID00054098	Troikeは銃を破壊してくれている。時間を与えるためにカジノから出る。
GID00054099	Omertasは敵となりもはや支援を受け付けない。生き残ったボスたちは隠れてしまった。
GID00054100	Omertaの活動についてGomorrahの受付と話す。
GID00054101	Cachinoは死んだ。次に何をすべきかボスと話す。
GID00054102	Carlitosは深夜から未明にかけてFreesideでJoanaと落ち合う計画だ。Joanaに詳細を説明する。
GID00054103	(オプション) Carlitosは脱出を試みる前に援護を得ることを提案した。彼に借りがある2人の傭兵を探し出す。
GID00054104	Gomorrahで、Carlitosに代わってJoanaに話す。
GID00054105	Joanaは、今のところGomorrahにとどまることに決めた。彼女の決意をCarlitosに話す。
GID00054106	JoanaはGomorrahを脱出することに決めた。彼女の決意をCarlitosに話す。
GID00054107	JoanaはCarlitosの計画に賛同した。彼女を脱出に連れ出す準備ができたらもう一度彼女と話す。
GID00054108	脱出の間の護衛をより確実にするために、二人の熟練傭兵を守る。 
GID00054109	CachinoにJoanaの脱出の意思を話すことに決めた。彼はCarlitosとの合流地点に傭兵を送ってもらいたいたがっている。
GID00054110	JoanaがGomorrahから逃げるのを手伝う為にCarlitosを探す。
GID00054111	Joanaを安全にCarlitosのもとへ送り届けた。待ち伏せしていたOmertasは去った。
GID00054112	Joanaは変装しGomorrahのロビーで待っているだろう。そこへ行きその女性をFreesideへ案内する。
GID00054113	Joanaは自由になりCarlitosと再会した。彼女は不吉なOmertasの作戦の噂についてを話した。
GID00054114	Joanaは死んだ。あなたはもはや彼女を連れ戻すためにCarlitosを助けることはできない
GID00054115	Carlitosは死に、二度とJoanaの元へは帰ってこない。
GID00054116	JoanaはGomorrahから脱走しようと一人で出て行った。
GID00054117	Joanaは死んだ。もはや彼女を助けられない。
GID00054118	Carlitosは死んだ。もはや彼を助けられない。
GID00054119	Freesideまで逃亡するJoanaと女性たちを助ける。
GID00054120	Michael AngeloはNew Vegasのあちこちにある有名な看板の写真をほしがっている。
GID00054121	Bison Steveの看板の写真を撮る。
GID00054122	Novacの恐竜の温度計の写真を撮る。
GID00054123	Sunset Sarsaparilla本社のボトル看板の写真を撮る。
GID00054124	HELIOS Oneの看板の写真を撮る。
GID00054125	McCarran Airfieldの看板の写真を撮る。
GID00054126	報酬を受け取る為にMichael Angeloの元へ戻る。
GID00054127	Michael Angeloは死んだ。もはや彼を助けられない。
GID00054128	The Tops casinoでBennyと対峙する。
GID00054129	プレジデンシャル・スイートに行く。
GID00054130	待ち伏せから生き残る。
GID00054131	Bennyのスイートルームを調べる。
GID00054132	Bennyの部屋を調べる。
GID00054133	Bennyを殺す。
GID00054134	Stripであなたを撃った男を捜す。
GID00054135	Bennyを暗殺する。
GID00054136	Platinum Chipを取り戻す。
GID00054137	[オプション] Yes-Manにチップを届ける。
GID00054138	スイートルームへBennyとついていき、話をする。
GID00054139	Fortification HillのCaesar's camp でBenny とPlatinum Chipを探す。
GID00054140	Fortification HillでBennyの居場所を突き止める。
GID00054141	the Topsのエンターテイナーを見つける。(あと4人)
GID00054142	TopsでTommy Toriniと話す。
GID00054143	the Topsのエンターテイナー を見つける。(あと1人)
GID00054144	the Topsのエンターテイナー を見つける。(あと2人)
GID00054145	the Topsのエンターテイナー を見つける。(あと3人)
GID00054146	TopsでTommy Toriniと話す。
GID00054147	TopsでTommy Toriniと話す。
GID00054148	TopsでTommy Toriniと話す。
GID00054149	クエスト完了
GID00054150	Hadrianの契約を破棄するよう、James Garretを説得する。
GID00054151	Hadrian に契約が破棄されたことを伝える。
GID00054152	Boomersを説得し、戦いに参加させる。
GID00054153	Boomersが協力するとCrocker大使に伝える。
GID00054154	Boomersは協力しないとCrocker大使に伝える。
GID00054155	Boomersは協力する。
GID00054156	Boomersは協力しない。
GID00054157	JacobstownのDr. Henryの下へRexを連れて行き、治療法を教わる。
GID00054158	Old Lady's Gibsonの犬のうちからRex用の新しい脳を手に入れる。
GID00054159	(オプション) Caesar's Legionの優秀な犬の脳をさがす。
