GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00077211	[SUCCEEDED] [彼女は感銘を受けたように頷きます。]
GID00077212	[FAILED] [彼女は首を横に振って、それから再びカジノの方向へ頷きます。]
GID00077213	[彼女は指で大きく円を描くように動き、それから手を目の上まで持ち上げます。]
GID00077214	[彼女の目は丸くなり、あなたを推し量る。そして傷を触り、打ち負かされた様に表情が崩れて怒りの表情になる。彼女はゆっくりとうなずく。]
GID00077215	[Christineは目をかすかに細めます。彼女はゆっくりと頷いて、それからあなたの少し後ろに踏み出します。]
GID00077216	[Christineはあなたの従者を一瞥して、首を横に振ります。それからあなたと自分を指し示して、噴水の方向に頷きます。]
GID00077217	[Christineの挫けた表情は無表情なにらみの中に消え失せます。]
GID00077218	[Christineは短く頷いてみせると、それから回って、歩き始めます。]
GID00077219	[彼女は眉をひそめ、首輪をちらりと見て、あなたに振り返る。彼女は手で円を作り、目の上に持って行き、覗き見る。]
GID00077220	[彼女はうなずき、目の前から手を下ろし、首を横に振る。彼女はあなたとの間にゆっくりとした線を描く。]
GID00077221	[彼女は再びあなたを調べている。そして彼女の表情はわずかに和らぐ。彼女はゆっくり首を横に振り、無言でため息をつく。]
GID00077222	[彼女はあなたにうなずき、そして眉をつり上げてドアの所でうなずく。]
GID00077223	彼らに返電しなければならない、それに失敗したら、彼らを撃ちます。とはいえそれは他のものへの警報となるかもしれません、彼らは連携したパトロールのパターン上にあります。
GID00077224	彼とは、ここから遥か遠く、絶壁の前で会いました。そこは彼が今使っている技術の一部を見つけた場所です。
GID00077225	その場所はBig Emptyと呼ばれています。名前は当てになりません - 見るべき場所を知っていれば。
GID00077226	もう少しでそこに捕らわれるところでした。もっとも、他の誰かがやってきましたが。Elijahについて知っていました。
GID00077227	わからない。運び屋。旧世界の旗を背負ってました。彼は私をそこから引き揚げてくれた人で、Elijahがどこへ行ったのか私に話しました。
GID00077228	私を癒すのを手伝い、私の話を聞きました。彼は… 同情していた。
GID00077229	彼は誰かを追いかけることがどういうことか理解していると言いました。例えば… 彼の人生に影響を与えた誰かを。
GID00077230	彼は、人は時には決して理解されないメッセージを運ぶ運び屋のようだと言いました。つまり彼は… ある運び屋を探していた人だ。
GID00077231	彼に道理を説いてみて、何が起きるか見てください。彼は彼の技術に夢中になりすぎて、私は彼がそれ以上何も理解していないと思います。
GID00077232	さあ私を捕まえてみろ、まぬけ。私はこのフロアのセキュリティでお前をAuto-Docのように解剖してやるつもりだ。
GID00077233	さあ私を捕まえてみろ、あばずれ。私はこのフロアのセキュリティでお前をAuto-Docのように解剖してやるつもりだ。
GID00077234	この忌々しいエレベータの闇の中に私を置き去りにするのか?あなたの顔をホログラムのレーザーが辿って横切るとき、あなたは私と同じように懇願するだろう。
GID00077235	[Christineはあなたに合図して、ドアを心配そうに示し、それから手で引っ張る動作をします。彼女は近づくのを躊躇っているようです。]
GID00077236	全てのドアはロックされており、セキュリティが起動されています - そして外敵を排除する信号がこのフロア全域で点灯している。私はここで出来ることをするつもりです。
GID00077237	それが旅人たちが立ち入る通り道だと思ってるんだろう。
GID00077238	その一人は彼らの肩に頭をのせていた。今のところは。
GID00077239	その旅人が急ぐことを、一日中望んでいるわけではない。
GID00077240	少なくともこれは銃かまたは何か嫌なもののようだ。
GID00077241	あの旅人が俺とすれ違った時、彼らはそのことを後悔する。たとえしなかったとしても、やはりするだろう。
GID00077242	ラジオ信号をリピートするなよ。
GID00077243	写真がある。首のない兵士たちはその門で待っていただけだが、みんな殺された。
GID00077244	おお、お前は扉を開けたみたいだな。じゃあ、誰でも親と一緒に中に入れるってわけだ。ありがとう。
GID00077245	ここで何をしている?独房に入れる気か?
GID00077246	住宅地区を去っていくことが悲しい。うーん… そうでもない。
GID00077247	きっと多くの罠が周りにあるんだ。ときどきどこにあるかわからなくなるがな。
GID00077248	他と同じくらい?この区域は一番危険だぞ。
GID00077249	俺たちは出ていく。行きたいなら一人で行け。俺を巻き込むな。
GID00077250	北に鐘楼と教会がある。…Ghost peopleでいっぱいのな。
GID00077251	カフェが残ってる? どうやってだよ。素晴らしいコーヒーと ― ウェイトレスが一人? Rhonda? 注目。すべき。点だな。
GID00077252	ここに置いていくな。
GID00077253	ここの長とは違って、とっても"Policy"に頑固なんだ。
GID00077254	地雷、ショットガン、爆発物をいっぱいもってここから逃げたんだ。Ghost Peopleに囲まれてて大変だったけどね。
GID00077255	初演の夜のDanny Parkerの髪より酷いグリースの臭いをこの下で嗅いだんだ。
GID00077256	ここに何をしにきたんだ?この建物はそう、まるで…幽霊が出そうじゃないか…
GID00077257	真剣にここからでていくべきだ。防衛ホログラムは私たちを見つけて撃ってくる。だが君の攻撃はあいつらには当たらない。
GID00077258	Salida del Sol、"日の出"。今となっては見る影もないがな。
GID00077259	お前はきっとこの場所を強奪するために遠くから来たんだろう。お前の血塗られた強欲に動かされて。
GID00077260	文字通りの新鮮な空気だ…ここは休憩するにはいい場所だよ。
GID00077261	しばらく隠れてる分にはいい場所だ。
GID00077262	噴水を調べろ。何かある…あ、チップだぞ!
GID00077263	ベアトラップに注意しろ。トリップワイヤーにも要注意だ。足元をしっかり見て歩け。
GID00077264	Ghost people。
GID00077265	もし私がここにこないといけなかったならば、私は屋根とその張り出しから動かない。-舗装されたコンクリートみたいにね。
GID00077266	有害な灰受けみたいなものがここに倒れてるが。
GID00077267	ここをまた探索する方法を探さないと…Puesta del sol から有毒ガスを排出する。
GID00077268	下からの悪臭。そして俺はほとんど匂いが分からないと来た。
GID00077269	自分が何をやってるのか分かる奴がいるのは嬉しいことだよな。
GID00077270	昔は良い街だった。そう、とても良かったんだ。
GID00077271	不安を感じたら静かに歩け ― そして足元に気をつけろ。
GID00077272	ベアトラップがあったら Ghost People が近くにいるってことだ。
GID00077273	地面に貴重品が落ちてたら気をつけろよ ― Ghost People はそういうのを罠に使うんだ。
GID00077274	旅行シーズンは本当に疲れるな ― 害意は無いんだ、だけど君達みたいなのはバーを陰鬱にしちまうんだ。 
GID00077275	雲は昔からここにあったわけじゃない。何年もかけて成長していったんだ、車も工場もなしに。
GID00077276	Sierra Madre が待っている。俺は待てない。
GID00077277	昔の Sierra Madre には戻らないな。
GID00077278	お次は何だ?
GID00077279	少し失礼かもしれないが、君の座っているその椅子-そのシートクッションの中には指向性爆薬が仕込まれている。
GID00077280	[成功] 君はこれまでの人生で肉体労働の建設工事を何度か経験しているようだな。君のママも誇りに思っているだろう。それでも…
GID00077281	[失敗] "バット(尻)"は合っている。詰め物の中のハート型爆弾は大量出血を起こすには十分だ。
GID00077282	こりゃいい、お馬鹿さんか ― 俺の求めてた奴だ。いいかい?君の腰かけてる椅子だよ?こいつは爆弾だ。爆発するんだよ。
GID00077283	私の許可無しに立ち上がれば、君の尻から頭まで吹き飛ばす事になる。月をチェリーパイの赤色に変えてしまうだろう。
GID00077284	そんな訳で-この甘く上品なまま、我々の会話を意見の相違も無しに終わらせよう。
GID00077285	私はエンターテイメント業界で働いているが、だからと言って私が馬鹿だという意味ではない。
GID00077286	私のネクタイが鳴っているのを聞いた。これが何を意味するのか知っている - どういう訳か私はこれの一部なんだ。私はこの契約から逃れたい。
GID00077287	もし君が俺をハメた奴だとしたら、俺は幸せにはなれないんだろうな。それで、ここで何が起きていようがだ、例え君が黒幕だとしてもだよ?君は俺の願いを聞くことになるんだ。
GID00077288	俺は馬鹿じゃない。自分がここに居る理由は分かってる。じいさんと ― 君のせいだ。
GID00077289	で、君は首輪をしてる。だから君をあのじいさんよりも少しだけ信用しよう。彼は俺よりも支配的なようだ。
GID00077290	つまりだ、此処こそが俺の相棒が報われる場所ってことだ。いいかい、俺はカジノの金庫への入り方を知っているんだ。
GID00077291	手短に言うとこうなる ― 愛らしい Vera Keyes さんの歌を正しい順序で組み合わせると…? Sierra Madre は股を広げて、俺たちは準備万端だ。
GID00077292	[成功] それと俺は勘違いしてたよ ― 君は素晴らしい聴き手だ。
GID00077293	[失敗] 君はあまり話を聞かない方だね?君が何を言おうとしていようが、俺の話よりは価値があるとは思えないのだがね。
GID00077294	おぅ、もちろんそうだろうな。これってまるで俺達がお互いの首輪で結婚させられたみたいじゃないか?
GID00077295	それで、まずは俺の提案を聞いてはどうかな、君に必要なものを考える前にさ。
GID00077296	あーくそっ、もしその首輪が爆発しても君がそれに気付くのかどうか知らないが、多分そのボーッとしたマヌケ面のまま歩き続けてるんだろうな。
GID00077297	私はエンターテイメント業界で働いているが、だからと言って私が馬鹿だという意味ではない。
GID00077298	いいね、いいねぇ ― 取引成立という訳だ。俺はギャンブラーなのかもしれないが、オッズが有利な時ってのは嫌いじゃないね。
GID00077299	もし君が俺の考えているような奴なら、君を彼の味方としてより、俺の味方としておきたい。とっておきの切り札…ってわけさ。
GID00077300	君は生き残りたい、俺は Madre に用がある。極めてシンプルだろ。
GID00077301	そうかい?
GID00077302	奴らに話しかけてみる、賄賂を贈ってみる、エサをやってみる ― 無意味だよ。何年も経ったが、奴らは交渉の方法を変えようとはしない。だけど、そう、やってはみたよ。
GID00077303	あいつらは君を捕え、雲の中に引きずり込む、そして君は出てはこれない。結局、君のネクタイの作動が情けとなるわけさ。
GID00077304	俺のアドバイス? あれの傍には近づくな、あいつらは簡単には死なないぞ。
GID00077305	そりゃ面白い決まりだ。最悪の契約を結んだようだね。俺達両方とも。
GID00077306	[成功] 一体何言ってるんだ?
GID00077307	[失敗] 手札は配られた、これは取引だ。君は私との同意に沿って行うか、それとも脳みそを壁紙に変えたいか?
GID00077308	他の奴等と同じだな。まるで自分の庭のように辺りをうろつく。俺は君達のようなどんな旅人よりも長くここにいるんだぞ。
GID00077309	まかせておけ、俺なら Sierra Madre のどんな手段よりも簡単に君を逝かせてやることができる。誰も君を恋しがりはせず…君が誰であっても、君はただの古いニュースとなるんだ。
GID00077310	分かった、分かった… さながら結婚するように私を捕らえたな。
GID00077311	聞いているよ… 相棒。次は何だ、私たちは引き離されて死ぬって?
GID00077312	俺に選択の余地はないのか。噴水だって?ホログラムのバッテリーがまだ生きてればいいが。
GID00077313	俺は君に付いていくよ、一人になるつもりはないし。俺は臆病者って訳じゃない、エスコート抜きじゃこの街をうろつくつもりはないんだ。
GID00077314	マジな話だ、もしここの住人に捕まったら二度と戻ってこれないぜ ― それに君を見張っておきたくもあるしな。
GID00077315	君があいつらを撃っても、切り刻んでも、奴らは立ち上がってくる。
GID00077316	それが、俺がここに爆弾を仕掛けまくった理由さ ― 君が奴らを吹き飛ばし、切断し、バラバラにしてやらない限り、Ghost People は倒れない。
GID00077317	この町には奴らに対処出来るほど十分な弾は無い。だから君が余程の腕前でない限り、あいつらから捕まる前に一発を自分用に取っておくんだな。
GID00077318	[成功] ほう… 君は自分の面倒はみれそうな感じだね。いいだろう。
GID00077319	俺は運よく敵が持ってるガスタンクに命中させたことがあったんだ。そいつの腕は肩から吹き飛ばされ…二度と立ち上がることは無かった。
GID00077320	もし自信があるなら頭を狙うんじゃなく ― 奴らの爆弾を狙うんだ。奴らの仲間が近くに集まるまで待てれば一層良い。
GID00077321	[失敗] あぁ、"多分"ってのはギャンブラーの言う言葉だ、サバイバーの言うことじゃない。君のピストルはあるべき位置へ仕舞っておいた方がいい ― ホルスターへね。
GID00077322	友よ…"天と地にはもっと奇妙なことがあるぞ…" 待て、違うな、"天と地の間にはもっと奇妙なことがあるぞ…" あぁ、忘れちまった。
GID00077323	俺はあの不死身のクソッタレが何故ここで這いずり回る人生を送っているのかの方が知りたいね。
GID00077324	未だに知能がある自分は運がいいんだと思ってる ― もちろん奴らにはない。加えて、俺にはある目的も奴らには無いんだろう。
GID00077325	待て、待て… ちょっと待ってくれ。私はそこに墓標をたてる気はないぞ。
GID00077326	Sierra Madre はいつも俺の心を占有していた。
