GID99999990	// Fallout: New Vegas Japanese Language Data 
GID00098733	奴らは彼を拷問にかけて俺たちの居場所を吐かせた後で殺したんだ。それで今朝になって俺たちに罰を与えるために訪れたって訳だ。
GID00098734	奴らのうちの5人だけさ。それでも俺たちは数に任せて追い払うことしか出来なかった。
GID00098735	もし連中が俺の薬の隠し金庫を見つけたら全員殺されるだろう、チャンスなんてなかったのさ。
GID00098736	恐らく、連中は小隊全部を連れて戻ってくるだろう。
GID00098737	奴らが到着したとき俺は金庫を隠そうとしてたんだ。遅すぎたがな… 皆、殺されちまった…
GID00098738	本当か? そうだとしたらお前はタイミングが悪かったようだ。
GID00098739	思うにお前はこの辺りじゃ新顔らしい。ならば私が今何が起こっているのか説明してやろう。
GID00098740	Centurion Baculusがここに配置されたのはほんの3ヶ月ほど前だ。その間に彼は驚くほど大量の人々を殺害した。
GID00098741	残念なことにその半数近くは我々の側、或いは我々の奴隷だったのだ、中には1人か2人、私の個人的な友人さえ含まれていた…
GID00098742	理由は不明だがCaesarは彼を寵愛しているようだ、もっとも悪い知らせが届こうと彼は聞き入れないだろうが… 恐れに関するある種の力…
GID00098743	ここのMichaelsは若干の医療訓練を受けているが、彼が言うにはBaculusは多くの精神異常者に共通する兆候を見せているらしい…
GID00098744	明確にCaesarに対してBaculusが薬物使用者だという証拠を提示することさえ出来れば、Caesarも彼を処刑するしかなくなるだろう…
GID00098745	我々は今、彼の隠し金庫を見つけるか、彼の行為そのものを押さえなければならないのだ。我々がそれを為すのを手伝って欲しい。
GID00098746	本当か? そうだとしたらお前はタイミングが悪かったようだ。
GID00098747	思うにお前はこの辺りじゃ新顔らしい。ならば私が今何が起こっているのか説明してやろう。
GID00098748	Centurion Baculusがここに配置されたのはほんの3ヶ月ほど前だ。その間に彼は驚くほど大量の人々を殺害した。
GID00098749	残念なことにその半数近くは我々の側、或いは我々の奴隷だったのだ、中には1人か2人、私の個人的な友人さえ含まれていた…
GID00098750	理由は不明だがCaesarは彼を寵愛しているようだ、もっとも悪い知らせが届こうと彼は聞き入れないだろうが… 恐れに関するある種の力…
GID00098751	ここのMichaelsは若干の医療訓練を受けているが、彼が言うにはBaculusは多くの精神異常者に共通する兆候を見せているらしい…
GID00098752	明確にCaesarに対してBaculusが薬物使用者だという証拠を提示することさえ出来れば、Caesarも彼を処刑するしかなくなるだろう…
GID00098753	我々は今、彼の隠し金庫を見つけるか、彼の行為そのものを押さえなければならないのだ。我々がそれを為すのを手伝って欲しい。
GID00098754	Baculusは、Caesarが彼の戦闘の効率の良さを目にしたことでCottonwoodの責任者と配置されることになった。
GID00098755	あの男を気に入ったことは無い。私にはヤツはありふれた暴漢にしか見えない。
GID00098756	ここの責任者になって以来、ヤツは慈悲や先見性を一切見せることなく支配している。
GID00098757	残忍な処罰や他のものから聞いた話、個人的に目撃したことさえも、私はヤツを精神を病んだサディストだと断言しよう。
GID00098758	私見ではあるが、ヤツは責任を負うべきで、可能な限り早く処分する必要があると考えている。
GID00098759	Baculusがお前を送り込んだのか?
GID00098760	ああ、それは事実だ、恐らく誤った理由によって、だが。どちらにせよ、私にはサインを求めてくるものなど相手にしている時間はない…
GID00098761	下には降りてくるなよ… 誰かにこのことを話す前に奴らを殺せ!
GID00098762	どうやらお前は"使える"人間らしいな。素晴らしい。なぜ我々がここにいるのか理由を話そう。お前は役に立ちそうだ…
GID00098763	お前は臆病なスパイだ!
GID00098764	いいだろう、今のところはお前がこの情報を洩らさないと言うことを信用しよう。
GID00098765	だが私を裏切ったり我々の計画を洩らす無謀なことは考えるな、さもなくばお前を十字架に磔にして内蔵を抜き取ってやる。
GID00098766	素晴らしい。必要な証拠を掴み、我々がこの男を打ち負かしたら私のところに戻ってくれ。
GID00098767	OK、お前は信頼できそうだ。結局のところ、お前は我々の役に立ちそうだ…
GID00098768	お前は信頼できない。私に殺される前に、ここから出て行け。
GID00098769	Caesarは猜疑心を深め、間違いなく私を非難するだろ。それが避けられないことになったのなら、私は喜んでBaculusに銃弾を撃ち込んでやるのだがな。
GID00098770	分かった、こうなる事は予想していた。これは不幸な事故だが、それでもなおお前は良く我々の役に立ってくれた。
GID00098771	感謝の印としてこれを受け取ってくれ。
GID00098772	良い働きだ、約束どおり、これが報酬だ…
GID00098773	必要な証拠を得た今こそあの暴君をきっぱりと引きずり降ろすときが来た。
GID00098774	それはお前が関わることじゃない。我々にはこの辺りで遣り残した仕事がある、お前には立ち去ることをお勧めしよう。
GID00098775	我々が喜んだとしても、Caesarはお前の行動が気に入らないだろう。
GID00098776	ならば行け…
GID00098777	あー、そう、その通り、私はそのことを秘密にしてきたのだ。
GID00098778	私は一人の男に説明を試みたが彼は完全に正気を失って「ナイトストーカーの巣穴」に叫びながら走り込んでいった。
GID00098779	私の秘密を胸に仕舞い込んでくれたら感謝するのは確かだな。
GID00098780	OK、じゃあ。
GID00098781	おぉ、本当か、我々の家を… それで知って…
GID00098782	おぉ、凄い、脅迫か。まぁ、良い、そいつは好ましいな。これを持っていけ、それから迷惑をかけるなよ。
GID00098783	ああ、その通りだ。何か手助けはいるか?
GID00098784	ありがとう、感謝の印にこれらを受け取って欲しい。
GID00098785	この辺りは今、少し騒がしくなってる。もう少し事態が落ち着いてきたら話が出来るだろう。
GID00098786	丁度今私はやるべきことがあるので、お前が良ければこのエナジーウェポンの再調整に戻ろうと思う。あのテック・レイダーどもは自殺することになるだろう。
GID00098787	もちろん、お前はこの場所で会った中では一番面白い。楽しくなりそうだ。
GID00098788	OK、さあどうぞ…
GID00098789	OK、さあどうぞ…
GID00098790	OK、さあどうぞ…
GID00098791	OK、さあどうぞ…
GID00098792	私たちは何がああいう強力なグールを町のそばまで引き寄せているのかその原因の証拠が必要なの。
GID00098793	加えて配送バンカーに居たギャングに何が起きたのか見つけ出してくれたらとても感謝するわ。
GID00098794	最後に、心を失ったフェラルたちを可能な限り殺すことを忘れないで。それと証拠として耳を持ってくることもね。
GID00098795	OK、さあどうぞ…
GID00098796	大半はGibsonさんに修理を求めるトレーダーたちからだね。
GID00098797	彼女は私がリロードベンチに通じていることを知っているから私にそれらを寄越す。私たちは利益を分け合っているのよ。
GID00098798	そうして私は地元じゃちょっと知られた弾薬ベンダーとしての評判を手に入れたわ。
GID00098799	良い仕事ね。ほら、どうぞ。私はこれを燃やしに行くわ。
GID00098800	良い仕事ね。ほら、どうぞ。私はこの匂いを嗅ぎたくないから深く深く埋めてしまうことにするわ。
GID00098801	素敵ね、さあどうぞ。
GID00098802	素晴らしいわね、また持ってきてね。
GID00098803	良い仕事ね。さあ、どうぞ。
GID00098804	素晴らしいわね。あなたが次に受け取りたい報酬を選ばせてあげる。あなたが使えそうな弾薬箱を何種類かとグレネードが何点かあるわ。
GID00098805	どれが一番欲しいのか私に教えて…
GID00098806	私たちのために厳しい仕事を全部終わらせてくれたら、その後でまたあなたが欲しい報酬を選ばせてあげるわ。
GID00098807	私はあなたが興味を持ちそうな選択肢を3つ、持ってるわ…
GID00098808	最近、珍しい薬品の隠し金庫を所有することになったの。私自身が使うことはない薬品のね…
GID00098809	まぁ、時々使う少数のメンタスは別にしてね…
GID00098810	それに加えて食料品の予備を箱で持ってるわ。箱の中身はほとんど一杯よ…
GID00098811	この暑さの中じゃあまり長くは持たないから置いていく人がいるの、でもまだまだ材料としては十分に使えるわ。
GID00098812	最後に、私は最近どうにかトリビーム・レーザーライフルを手に入れられたわ。採掘者の一人が北のほうで死んだパックバラモンの近くで見つけたらしいのよ。
GID00098813	もしあなたがエナジーウェポンの扱いに長けているなら、それはとても役に立つはずよ。
GID00098814	良い仕事ね。さあ、どうぞ。今のところ、私に支払える報酬はそれで全部よ。でも、助けてくれてありがとうね。
GID00098815	ああ、そう、もう一つあったわ、あなたがしてくれた厳しい仕事のお礼が言いたいって地元の人たちが持ってきたものがあるわ。
GID00098816	で、これが彼らが持ってきてくれたアーマーよ…
GID00098817	ええ、もしあなたが戦いに慣れているのならね。東のほうのグールの問題が日々悪化し続けてるのよ。
GID00098818	前にMannyと話したことがあるのだけど、彼はグールたちが西へ、ううん、少なくともREPCONNから西へと向かってると考えてるらしいの。
GID00098819	私にはそれを疑うべき理由が沢山あるわ。1つ目は、Clarkエリアの重度の放射線にはフェラルたちやゲッコーたち両方を沢山、惹きつけると思うの。
GID00098820	その2つの怪物たちには主な戦術面での違いが1つあるの。
GID00098821	ゲッコーたちがドアを開けるのはとても困難よ。フェラルたちは拳が残ってるからその種の問題はないわね。
GID00098822	私も自分の目でグールたちが古びたClark貯水場を出て行くのを見たことがある。どれだけ居るのかは分からないけど地下に隠れているかもしれない。
GID00098823	そうした理由に加えて近くのバンカーを拠点にしていた10代の地元のギャングとのコンタクトが完全になくなっちゃったのよ。
GID00098824	いくつかのすごく危険なフェラルたちはその一帯で目撃されてる。他の普通のヤツよりも大きくて素早いヤツね。
GID00098825	そこのトンネルシステムが崩壊してチーム全体を失うまではNCRでさえも関わってきたほどにね。
GID00098826	その場所はかつて地下メトロの配送のためのハブだったの。今ではほとんどの場所に瓦礫が撒き散らされた迷路になってるわ。
GID00098827	バンカーは戦争の後でさえも継続して中心地として機能するために建築されていたようね。トンネル自体は同じようには建造されなかったみたい。
GID00098828	その地下に住んでたギャングたちには時々酷く不快にされたけど、彼らは学ぶことを忘れなかったし、私も出来る限りの援助はしてきたわ。
GID00098829	できれば、私は彼らに何が起きたのか知りたい。それにNCRもあれらの突然変異の原因を知ることを熱望しているみたい。
GID00098830	彼らは町にスナイパーを配置さえしているわ、普段は注意を引かないように私服を着たりしてね。
GID00098831	あなたが原因を見つける場合に備えて、前もって報酬を約束しておくわ。1000キャップ、彼らが私に約束した金額よ。
GID00098832	それと最後にもう1つ。そのグールたちを恒久的に処分した証拠が必要だわ。
GID00098833	切り取ったグールの耳12個、私に持ってきてくれたら、私自身のコレクションから特別なものを報酬に出しましょう。
GID00098834	でもNovac西方のグールのものだけよ ー 結局、国全体のグールにまで広げたら支払う余裕が無いの。
GID00098835	ありがとう、誰かが気に掛けてくれるのは本当に嬉しいわね。あなたのPip-Boyに場所を記しておいたわ。
GID00098836	ほら、これも持っていって。その場所はとても汚染が酷いだろうから防護が必要になるはずよ。
GID00098837	これにはバンカーに居たギャングに何が起きたのかと何がグールたちに影響してるのかの説明が書かれてる。
GID00098838	とても悲しいわ。ええ、まぁ、これがウェイストランドの過酷な生活の現実なのでしょうね…
GID00098839	知らせてくれてありがとう。これが約束の報酬よ…
GID00098840	OK、楽しんでね。
GID00098841	いいわ、さあ、どうぞ。
GID00098842	良い選択ね。楽しんできて。
GID00098843	もちろん、いいとも。
GID00098844	オーケー、ええと、私はスカベンジャーの家族の元に生まれた。その結果として2つの事が上手くなったの。銃とジャンクよ。
GID00098845	銃は高価だったので代わりに私は弾薬について学んでいったの。
GID00098846	例えば標準的な5mm弾薬でさえ5.56mmと比較してどれだけアーマーを貫けるか知っている? そうした情報はあなたの命を守ることになるわ。
GID00098847	とにかく数年前に私はNovacに迷い込んで、結局Gibson Junkyardに落ち着いたわ。それが私のスタイルにぴったりだったのよ。
GID00098848	OK、じゃあ。
GID00098849	ええ、その通り、どの個体もカスタム製だよ。ほとんど私のお手製だ。
GID00098850	テック・レイダーが私たちのロボット労働力の大半を奪って行ったので残されたユニットの効率化に励むしか道がなかった。
GID00098851	実の所、あなたのような冒険家に役立ちそうなパーツが数個残ってるかもしれない。ほら、受け取ってくれ。
GID00098852	それについての説明だけでたっぷり2時間は費やせるが、あなたがそれを手に入れられたり何かが残されるとは思えない。
GID00098853	いいや、それは大丈夫だ、慣れているからね。ウェイストで長く過ごしすぎたんだろうね。
GID00098854	うん、古い下水道がガソリンスタンドの北にあるよ。若干の性質の悪いモールラットが住み着いてるけど、他に気付いたことは特に無いね。
GID00098855	南東のほうには古いSkydiving Bunkerがあるよ。
GID00098856	パウダー・ギャングっていう他のギャングたちにも避けられてる危険なギャングに占拠されてる。
GID00098857	本当に残念なことだけど、そこには昔、Goodspringsでも評判の良い家族が住んでたらしい…
GID00098858	この近くのVaultからある男が這い出てきたとか。正確な場所は知らないけど、詳しい話が聞きたければArkusと話してみるといい。
GID00098859	理由も言わずにある日突然消えるまでは彼は一時的に彼女と一緒に居たんだ。
GID00098860	古い洞窟が崖のほうにあるね。辛い時期にはその周辺でラットを狩るんだ。
GID00098861	住人の1人がかつてこっそり忍び込んだ時にある種のバンカーのようなものを見つけたらしい。
GID00098862	残念なことにラットが多すぎて調査するには危険すぎたんだけどね。
GID00098863	ええと、本当に迷惑になりつつあるゲッコーに人気の場所があるな。とても危険な場所だよ…
GID00098864	もしまだ話してないのならフランキーと話してみな、そのことについて話してくれるだろう。
GID00098865	彼は何ヶ月か前にタバコ工場を取り戻そうと仲間を集めたんだよ、最後の試みからは誰も別の襲撃は試してないけどね。
GID00098866	遥か南にあるCrescent Canyonには古い列車トンネルがある。ネバダに到着してから何週間か私はそこで暮らしてたんだ。
GID00098867	地元住民は親切で物資の交換もしていたけど、ここ1,2週間は彼らの話を聞かなくなった。
GID00098868	うぅーん… Nipton近くにある古い警察のバンカーの話を聞いたことがあるよ。
GID00098869	私はそこがまだ活動してると信じてるけど、かつてそこに住んでたギャングをこの数年は見かけなくなった。
GID00098870	私自身は見たことはないけど、それらは旧世界の法のシステムを取り戻そうとしているようだ。
GID00098871	思うに新しい世界はそれほど親切ではなかったようだね…
GID00098872	いや、私が知っている場所は確かにそれで全部だよ。聞いて回るのは出来るけど、出来るなら自分の目で見て回りたいものだ。楽しくありたいね。
GID00098873	いや、あなたが気にするような場所はもう無いよ。
GID00098874	あんたの言い分は正しいけど、結局最後に勝つのは彼だと思うよ…
GID00098875	もちろん、どうぞ…
GID00098876	南部地域における我々の本部だよ。戦前は将軍閣下が所有していたらしい。彼はバンカーを芸術で満たしていたって話だ。
GID00098877	彼が決して要求しなかったように結局、あるギャングたちに占拠された。彼らは何もかも破壊するという素晴らしい仕事をやってのけたよ。
GID00098878	Cottonwoodにおける輝かしい戦闘の後で、10年ほど前にCaesarが占拠したのさ。
GID00098879	いや、まったく犬ではないよ、彼は女性のボディガードを帯同するのを許されているんだ。私が聞いた話じゃ彼女は彼を満足させられていないらしいね。
GID00098880	どうやってそれを許可するようCaesarを説得したのか想像も出来ないな…
GID00098881	それほど怖くないとすれば、女がこの辺りをうろついていることがBaculusを狂わせている気がする、おかしな話だ…
GID00098882	彼は我々の最高のスナイパーだ。確認済みなだけで200人以上、殺している。彼があまり社交的でないにも関わらず、この辺りじゃ彼はちょっとした有名人だ。
GID00098883	それでも、魅惑的な女が始終付いて回るのも、私はどちらもごめんだ。
GID00098884	だめだ、やめてくれ。なんでもする、ほら、持って行け…
GID00098885	私の怠慢の埋め合わせになればいいが。
GID00098886	ふざけるな、あいつはお前を殺す前に私を殺すだろう。少なくともヤツは私を知っている…
GID00098887	今のところ、Centurion Baculusだ。私があんたの立場なら彼には近寄らない。彼は深刻なほど怒りっぽいんだ。
GID00098888	もしMarshalが責任者だったら我々はもっと楽だろう。最近この辺りじゃNCRよりもLegionのほうが彼に殺された数が多いんだよ。
GID00098889	OK、Caesarと共にあれ。
GID00098890	もちろん、どうぞ。
GID00098891	いいわ、ほら、受け取って。何が聞きたいの?
GID00098892	この場所をMr. Houseから隠すためには必要な処理だったの。
GID00098893	砦の入口を覆うために偽の、しかし機能を持った廃棄物処分場を第一層に造り上げたわ。
GID00098894	Houseが私たちのVaultを接収して以来、私たちは砦へのアクセスを厳しく制限してきた。廃棄物処分場エリアに入った者は誰だろうと出て行かなければならない。
GID00098895	Sarahと私はほぼ毎週に渡ってランチボックスに入れたメモと食料を交換している。もっとも彼女がこの場所について話すことはないでしょうけど。
GID00098896	分かったわ、あなたがそう言うのなら。それであなたはMr. Houseの元で働いているの?
GID00098897	そうね… あなたが何を言ってもいいけど。ちょっと気を楽にして何がしたいのか言ってみなさい。
GID00098898	ワォ、メインポータルがまだ動いてるの? 分からないのだけど、Mr. Houseの為に働いたりしないよね?
GID00098899	彼はただの、年老いた屑よ。彼に会ったことはないけれど… 彼が押し入ってきて施設を引き裂いたとき、私はわずか13歳だった。皆、締め出されたのよ…
GID00098900	私は彼のドロイドが一層ごとに我々のVaultを破壊しながら封鎖していったのを覚えている… あらゆる場所を調べ上げて… ドアのすぐ外側まで…
GID00098901	もっとも彼らは私を見つけられなかった… そして私は全てを見た。立ち去ることを拒絶した数人が殺されるところも…
GID00098902	SarahとMichaelがなんとかしてVaultのトップフロアを守る方法を見つけはしたものの他の階層を守るには遅すぎた。
GID00098903	彼らは今では決してそれを話そうとしない。Houseが許さないからよ。
GID00098904	いや、私は彼と会ったことはないわ。あなたの方が彼については詳しいでしょう。
GID00098905	それは素晴らしいニュースね。…あぁ… やっと、離れられるのね… 外の世界へ… 望みさえすれば…
GID00098906	ほら、この鍵束を受け取って、それがあればVaultの主要施設にアクセスできるわ。好きな時に行き来していいわ。
GID00098907	オーケー、信じましょう。話を進める前に、私たちはこの砦をHouseから10年以上隠し続けてきたことを伝えておかないとね。
GID00098908	あなたがここを離れると言うなら誰にもこの場所を漏らさないと約束してもらう必要があるの。Houseの監視の目はどこにでもあるわ。
GID00098909	あなたは信用できない。話はもう終わりよ。
GID00098910	答えましょう。
GID00098911	良いわ… いつかこの時が来るとは思っていたし… それで、あなたの望みは何?
GID00098912	ありがとう、誰かが気にかけてくれるのは嬉しい、でも問題ないわ。随分昔の事だもの。
GID00098913	感謝します、ほら、このカギを受け取って。それで廃棄物処分場を開けられるわ。申し訳ないけど、StripとVaultには通常の経路でアクセスして貰わないと。
GID00098914	このメモも持って行って。廃棄物処理室からのアクセス方法について説明が書いてあるわ。
GID00098915	それは良かった、あまり楽しくはないけれど… でもあなたはどうやってここに入ったきたの?
GID00098916	ええ…、それは良かった、あまり楽しくはないけれど… でもあなたはどうやってここに入ったきたの?
GID00098917	Houseの雌奴隷に話すことは何もないわ。
GID00098918	わかった、もう何も言わないわ。
GID00098919	それが聞けて良かった、でもあなたはどこからここに入ったの?
GID00098920	ありがとう、でも止めておく。私は… 外は好きじゃない…
GID00098921	まぁ、本当にありがとう、やっと新しいレシピを幾つか作り出せそうだわ。ほら、これを受け取って。ありがとう、あなたは私の1年分の成功を収めたのよ。
GID00098922	さて、私はかなりの部分を自給自足できているし… 必要なものはほとんど既に持っている…
GID00098923	でもあなたが本当に私を助けたいと言うなら数件頼みたいことがある。基本的な物、食料の供給よ…
GID00098924	それを持ってきてくれたら、Vault水耕栽培場へ入るためのカギをあげましょう。必要なものは何でも取って構わない。
GID00098925	私たちのVaultは特定の食料に関しては過剰在庫なほど抱えている。先祖の監督官ならステーキや卵に興味を持つんじゃないかな。
GID00098926	私自身は事態にもう我慢は出来ないが、より興味深い、健康に役立つ料理のレシピを学ぶことが出来たわ。
GID00098927	はい、この食品のリストを持って行って。リストにあるもの全部持ってきてくれたらカギの他にもう2つあげましょう。
GID00098928	確かに、ただ私が渡したそのリストにある物資を探してきてください。
GID00098929	やってみましょう。
GID00098930	ええ、聞きたいのなら… Houseが私たちのVaultから皆を追い出して以来、10年ほど、この砦に住んでいるわ。
GID00098931	母はここ去って2度と戻ってこなかった。強盗に殺されたんだと思う… その時から私はこの地下で自活してきたの。
GID00098932	私が発見して読んだものは全部ビデオファイルに録画してきたわ。Vaultのファイルは主にスポーツとギャンブルの結果で埋め尽くされていたよ。
GID00098933	それでも医療、料理、それと電子工学の分野は本当に役に立つことが分かったわ。
GID00098934	発見した医療を試す勇気はなかったけど趣味の料理に色々なレッスンを組み込めたのよ。
GID00098935	電子工学はローカルのメインフレームを再配線してより良いファイルの調査に役に立ったわね。
GID00098936	加えてメインフレームが実際のデータよりも乱数発生器に基づいて結論に達するのを防ぐこともできたのよ。
GID00098937	とはいえ皆がVaultを去って以降、何もかもが役に立ったわけじゃないわ。ただ私はやってこれたことを証明したかったんだと思う。
GID00098938	冗談でしょう、お願い、これが私の持ち物の全部よ…
GID00098939	いいわ、お好きなように… 持っていきなさい、私を一人にして。
GID00098940	クソ喰らえ。怯えて暮らすのはまっぴらだ。
GID00098941	いいえ、本当に、これが全部なの…。やりたいなら調べてもらってもいい、何も残ってないわ。
GID00098942	いいわ、ほら、これで残り全部よ。今すぐ出て行って。
GID00098943	Vault 21はかつて巨大で繁盛した場所だった。全てはギャンブルによってコントロールされていた。
GID00098944	多くのありふれた小さな口論でさえダイスやトランプで片を付けていたの。正直に言えば少しばかり気分が悪くなるくらいよ…
GID00098945	それがVaultを失った方法でもあるわ。Mr. Houseと賭けをしてあの場所を手放した。彼は全体をコンクリートで埋めて皆を追い出した。
GID00098946	あの惨めなクソジジイめ…
GID00098947	ここはStripの地下に築かれた隠されたVaultの砦よ。この場所の秘密を守るために我々は途方もない手段を採ってきたわ。
GID00098948	全ては云われなきものだった… Mr. HouseがVaultを接収した10年前、母はここで行っていた実験を放棄しなければならなかった。
GID00098949	母はVaultを離れて間もなく亡くなり、Vaultは酔っ払い向けの安いホテルに変わってしまった。
GID00098950	それからずっとこの場所の秘密を何とかして守り続けてきて、今ではここが私の家… 安全な場所で… 牢獄だわ…
GID00098951	私の名前はRose。ここで暮らしている。知りたいことは他にもあるのかしら?
GID00098952	OK、じゃあ。
GID00098953	お好きに。
GID00098954	残念だったな、ヒーロー。だが規則は規則だ。我々は将来に備える必要があるんだ。
GID00098955	へっ、あんたが正しいな。その件については我々は一つ借りがある。実際、私の個人的な蓄えを謝礼代わりに受け取って欲しい。
GID00098956	また会えてうれしいよ。
